path,ref,hyp,label,wer_percentage
31562550,টেস্ট ও ওডিআইয়ে কার্যকরী ব্যাটিং করে জয়ের সন্ধান দিয়েছেন পাকিস্তান দলকে।,টেস্ট ও ওডিআইয়ে কার্যকরী ব্যাটিং করে জয়ের সন্ধান দিয়েছে পাকিস্তানের দলকে।,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'S', 'S', 'C']",18
31599381,ঢাকা বিশ্ববিদ্যালয়ের অধ্যাপক আফতাব আহমদ এই পত্রিকা প্রকাশে বিশেষ ভূমিকা রেখেছিলেন।,ঢাকা বিশ্ববিদ্যালয়ের অধ্যাপক আপনা আহমেদ এই পত্রিকা প্রকাশে বিশেষ ভূমিকা রেখেছিলেন।,"['C', 'C', 'C', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C']",18
31572804,প্রোটো-ইন্দো-ইউরোপীয় ধারণকারী অনেক বৈশিষ্ট্য এখন অন্যান্য ইন্দো-ইউরোপীয় ভাষাগুলোর মধ্যে হারিয়ে গিয়েছে।,প্রোটোইন্দোইউরোপীয় ধারণকারী অনেক বৈশিষ্ট্য এখন অন্যান্য ইন্দোইউরোপীয় ভাষাগুলোর মধ্যে হারিয়ে গিয়েছে।,"['S', 'C', 'C', 'C', 'C', 'C', 'S', 'C', 'C', 'C', 'C']",18
31524774,অরুণাচল প্রদেশের মধ্যে নদীর জল নিষ্কাশন অববাহিকা দিবাং উপত্যকা এবং নিম্ন দিবাং উপত্যকার জেলা জুড়ে বিস্তৃত।,অরুণাচল প্রদেশের মধ্যে নদীর জল নিষ্কাশন অভহিকাদ্বীবাং ও প্রত্যেক এবং নিম্ন দিবাং উপত্যকার জেলা জুড়ে বিস্তৃত।,"['C', 'C', 'C', 'C', 'C', 'C', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",18
31519642,কালের বিবর্তনে জাহাজ কোম্পানীর বাংলো উপজেলা নির্বাহী অফিসারের কার্যালয়ে রূপান্তরিত হয়েছে।,কালের বিবর্তনে জাহাজ কোম্পানীর বাংলো উপজেলা নির্বাহী অফিসারের কার্যালয়ের উত্তরিত হয়েছে।,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'S', 'S', 'C']",18
31640709,অনুপম বৈচিত্র্যময় ঋতুরঙ্গের এমন উজ্জ্বল প্রকাশ বাংলাদেশ ছাড়া আর কোথাও নেই।,অনুপম বৈচিত্র্যময় চতুরঙ্গের এমন উজ্জ্বল প্রকাশ বাংলাদেশ ছাড়া  কোথাও নেই।,"['C', 'C', 'S', 'C', 'C', 'C', 'C', 'C', 'D', 'C', 'C']",18
31509490,"পরবর্তীতে তিনি অনেক টেলিভিশন অনুষ্ঠান, নাটক, টেলিফিল্ম এবং বিজ্ঞাপনে কাজ করেছেন।","পরবর্তীতে তিনি অনেক টেলিভিশন অনুষ্ঠান, নাটক,  টেলিভিএবং বিজ্ঞাপনে কাজ করেছেন।","['C', 'C', 'C', 'C', 'C', 'C', 'D', 'S', 'C', 'C', 'C']",18
31021933,হেসে বিভিন্ন প্রতিষ্ঠান ও স্কুলে যেতে শুরু করেন এবং তার বাবা-মায়ের সাথে তীব্র দ্বন্দ্বের সম্মুখীন হন।,"দেশে, বিভিন্ন প্রতিষ্ঠান ও স্কুল যেতে শুরু করেন এবং তার বাবামায়ের সাথে তীব্র দ্বন্দ্বের সম্মুখীন হন।","['S', 'C', 'C', 'C', 'S', 'C', 'C', 'C', 'C', 'C', 'S', 'C', 'C', 'C', 'C', 'C']",18
31516966,"নির্মাণ-ভূমিপরিকল্পনার মধ্যে নির্মাণ-ভূমি বিশ্লেষণ, বিল্ডিং উপাদান এবং পরিবহন এবং নগর সহ বিভিন্ন ধরনের পরিকল্পনা অন্তর্ভুক্ত রয়েছে।","নির্মাণভূমিপরিকল্পনার মধ্যে নির্মাণভূমি বিশ্লেষণ, বিল্ডিং উৎপাদন এবং পরিবহন এবং নগর সহ বিভিন্ন ধরনের পরিকল্পনা অন্তর্ভুক্ত রয়েছে।","['S', 'C', 'S', 'C', 'C', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",18
31508680,এটি আইবিএম বা ইন্টারন্যাশনাল বিজনেস মেশিন কোং কর্তৃক প্রস্তুত করা হয়েছিল।,এটি আইবিএম বা ইন্টারন্যাশনাল বিজনেস মেশিন কোক গ্রিক প্রস্তুত করা হয়েছিল।,"['C', 'C', 'C', 'C', 'C', 'C', 'S', 'S', 'C', 'C', 'C']",18
31510888,উচ্চ বিদ্যালয়ের পরে তিনি পড়াশুনো করেছেন মনোবিজ্ঞান এবং মানব যৌনতা নিয়ে।,উচ্চ বিদ্যালয়ের পরে তিনি পড়াশোনা করেছেন মনোবিজ্ঞান ও মানব যৌনতা নিয়ে।,"['C', 'C', 'C', 'C', 'S', 'C', 'C', 'S', 'C', 'C', 'C']",18
31002998,"সেখানে  মুক্তিযোদ্ধাদের যে দলটি ছিল, তার দলনেতা ছিলেন হাবিবুর রহমান।","সেখানে মুক্তি যোদ্ধাদের যে দলটি ছিল, তার দলনেতা ছিলেন হাবিবুর রহমান।","['C', 'I', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",18
31670966,রাস্তাটি উত্তর মেরিন ড্রাইভ নামে দক্ষিণপূর্বে কলম্বিয়া নদীর তীর ঘেঁষে গেছে।,"রাস্তাটি উত্তর মেরিন ড্রাইভ নামে, দক্ষিণপূর্বে কলম্বিয়া নদীর তীর খসে গেছে।","['C', 'C', 'C', 'C', 'S', 'C', 'C', 'C', 'C', 'S', 'C']",18
31677258,সম্ভবত এই অভিবাসন চলাকালে তারা বিভিন্ন  নৃগোষ্ঠীর লোকদের শোষণ করেছিল।,সম্ভবত এই অভিবাসন চলাকালে তারা বিভিন্ন প্রকার নিগষ্টির লোকদের শোষণ করেছিল।,"['C', 'C', 'C', 'C', 'C', 'C', 'I', 'S', 'C', 'C', 'C']",18
31669499,"সূত্রগুলি তাকে একজন মুসলিম হিসাবে বর্ণনা করেছে, যদিও তিনি স্পষ্টতই সনাতন মঙ্গোল ইসা আইনকে সমর্থন করেছিলেন।",সূত্রগুলি তাকে একজন মুসলিম হিসাবে  বরণ করেছেযদিও তিনি স্পষ্টতই সনাতন মঙ্গোল ইসা আইনকে সমর্থন করেছিলেন।,"['C', 'C', 'C', 'C', 'C', 'D', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",18
31760640,আনসার-ভিডিপি পরিচালিত সকল কর্মসূচিতে মহিলা সদস্যরা পুরুষের সঙ্গে সমভাবে কাজ করছে।,আনসারভিডিপি পরিচালিত সকল কর্মসূচিতে মহিলা সদস্যরা পুরুষের ঙ্গে সমভাবে কাজ করছে।,"['S', 'C', 'C', 'C', 'C', 'C', 'C', 'S', 'C', 'C', 'C']",18
31600727, ইমামদের কুরআনের তাফসীর ও ব্যাখ্যার পাশাপাশি দিকনির্দেশনা দেওয়ার ক্ষমতা আছে।,ইয়ং দের কুরআনের তাফসীর ও ব্যাখ্যার পাশাপাশি দিকনির্দেশনা দেওয়ার ক্ষমতা আছে।,"['I', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",18
31545588,"স্বাধীনতার পরে, তিনি ফুল বিক্রি করে জীবনযাপন করেছিলেন, তবে কোনও সরকারী সহায়তা বা পেনশন গ্রহণ করেননি।",স্বাধীনতার পরে তিনি ফুল বিক্রি করে জীবনযাপন  করেছিলেনতবে কোনও সরকারী সহায়তা বা পেনশন গ্রহণ করেননি।,"['C', 'S', 'C', 'C', 'C', 'C', 'C', 'D', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",18
31580302,তিনি প্রথম প্রমাণ করেন নিউট্রনের ধর্ম ও বৈশিষ্ট্য প্রোটনের চেয়ে আলাদা।,"তিনি প্রথম প্রমাণ করেন, নিউট্রনের ধর্ম ও বৈশিষ্ট্য প্রোটনের চে আলাদা।","['C', 'C', 'C', 'S', 'C', 'C', 'C', 'C', 'C', 'S', 'C']",18
31548582,এই বইয়ে বঙ্গবন্ধু হত্যাকাণ্ডের রহস্য নিয়ে দীর্ঘ গবেষণা তুলে ধরা হয়েছে।,এই বইয়ে বঙ্গবন্ধু হত্যাকাণ্ডের  রহষ্যণে দীর্ঘ গবেষণা তুলে ধরা হয়েছে।,"['C', 'C', 'C', 'C', 'D', 'S', 'C', 'C', 'C', 'C', 'C']",18
31599533,হোস্টেলের জন্য আলাদা দুটি বাথরুম আছে এবং একটি রান্না ঘর আছে।,হোস্টেলের জন্য আলাদা দুটি মাত্র মাছে এবং একটি রান্না ঘর আছে।,"['C', 'C', 'C', 'C', 'S', 'S', 'C', 'C', 'C', 'C', 'C']",18
30993274,"যাইহোক, বিশ্বাস করে যে মার্কিন যুক্তরাষ্ট্রে শিশুটির আরও ভাল জীবন থাকবে, কুমারী দত্তক নিতে সম্মত হন।","যাইহোক, বিশ্বাস করে যে মার্কিন যুক্তরাষ্ট্রে শিশুটির আরও বাল জীবন  থাকবেকুমারী দত্তক নিতে সম্মত হন।","['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'S', 'C', 'D', 'S', 'C', 'C', 'C', 'C']",18
31579849,তিনি একজন এ-লেভেলের শিক্ষার্থী ছিলেন এবং একজন আইনজীবী হওয়ার আশা করেছিলেন।,তিনি একজন লেভেলের শিক্ষার্থী ছিলেন এবং একজন আইনজীবী হওয়ার আশা করছিলেন।,"['C', 'C', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'S']",18
31764834,ধীর এবং গভীর সুরে কুরআন  তেলাওয়াত করার জন্য ব্যাপকভাবে পরিচিত।,ধীর এবং গভীর সুরে কুরআন তাল ত করার জন্য ব্যাপকভাবে পরিচিত।,"['C', 'C', 'C', 'C', 'C', 'I', 'S', 'C', 'C', 'C', 'C']",18
30992077, পাঁচ-টেস্ট নিয়ে গড়া সিরিজের শেষ তিন টেস্টে তার অংশগ্রহণ ছিল।,পাঁচ টেস্ট নিয়ে গড়া সিরিজের শেষ তিন টেস্টে তার অংশগ্রহণ ছিল।,"['I', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",18
31523479,একই বছরের শেষদিকে কিংস রয়্যাল রাইফেল কোরের সদস্য হিসেবে স্থানান্তরিত হন।,একই বছরের শেষদিকে কিংস রয়েল ফেল কোরের সদস্য হিসেবে স্থানান্তরিত হন।,"['C', 'C', 'C', 'C', 'S', 'S', 'C', 'C', 'C', 'C', 'C']",18
31581510,এই অনুষ্ঠানটি উপস্থাপনা করেন অভিনেতা চঞ্চল চৌধুরী ও অভিনেত্রী নুসরাত ফারিয়া।,এই অনুষ্ঠানটি উপস্থাপনা করেন অভিনেতা চর চৌধুরী ও অভিনেত্রী নুসরত ফারিয়া।,"['C', 'C', 'C', 'C', 'C', 'S', 'C', 'C', 'C', 'S', 'C']",18
31656892,তার চলচ্চিত্রের সাফল্য তাকে দক্ষিণী চলচ্চিত্র শক্ত অবস্থান গড়তে  সাহায্য।করেছে।,তার চলচ্চিত্রের সাফল্য তাকে দক্ষিণী চলচ্চিত্র শক্ত অবস্থান গড়তে সাহায্য করেছে।,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'I', 'S']",18
31524380, সিদ্দিকী ক্ষমা চেয়েছিলেন এবং পরের কয়েকদিনের মধ্যে বইটি প্রত্যাহার করেছিলেন।,সিড দিকে ক্ষমা চেয়েছিলেন এবং পরের কয়েকদিনের মধ্যে বইটি প্রত্যাহার করেছিলেন।,"['I', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",18
31576051,চলচ্চিত্র সেরা বাংলা  পূর্ণদৈর্ঘ্য চলচ্চিত্র হিসেবে জাতীয় চলচ্চিত্র পুরস্কার জিতেছিল।,চলচ্চিত্র সেরা বাংলা পুনে দুর্গ চলচ্চিত্র হিসেবে জাতীয় চলচ্চিত্র পুরস্কার জিতেছিল।,"['C', 'C', 'C', 'I', 'S', 'C', 'C', 'C', 'C', 'C', 'C']",18
31599680,এই চিকিৎসা সুবিধা জনস হপকিন্স বিশ্ববিদ্যালয়ের প্রথম জাপান ভিত্তিক সহযোগিতার অংশ।,এই চিকিৎসা সুবিধা  জনহবস্কিমস বিশ্ববিদ্যালয়ের প্রথম জাপান ভিত্তিক সহযোগিতার অংশ।,"['C', 'C', 'C', 'D', 'S', 'C', 'C', 'C', 'C', 'C', 'C']",18
31017193,মৌসুমের শুরুতে ভাল ফলাফল করলেও বুকের পীড়ায় প্রশিক্ষণে ব্যাঘাত ঘটে তার।,"মৌসুমের শুরুতে ভাল ফলাফল করলেও বুকের পড়ার প্রশিক্ষণে ব্যাঘাত ঘটে, তার।","['C', 'C', 'C', 'C', 'C', 'C', 'S', 'C', 'C', 'S', 'C']",18
31592326,এটি রবীন্দ্রনাথের কাব্য রচনার মানসী-সোনার তরী পর্ব-এর অন্তর্গত একটি উল্লেখযোগ্য সৃষ্টি।,এটি রবীন্দ্রনাথের কাব্য রচনার মানসীসোনার তরী পর্বের অন্তর্গত একটি উল্লেখযোগ্য সৃষ্টি।,"['C', 'C', 'C', 'C', 'S', 'C', 'S', 'C', 'C', 'C', 'C']",18
31535467,আপেল সিডার ভিনেগার এর অতিরিক্ত ব্যবহারের ফলে ত্বকের রোগ বাড়াতে পারে।,আপেল সিডার  ভিনেগারের অতিরিক্ত ব্যবহারের ফলে ত্বকের রোগ বাড়াতে পারে।,"['C', 'C', 'D', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",18
31514915,সম্মিলিত সৈন্যের সাথে ভীমের নবগঠিত রাষ্ট্রের পেরে ওঠা অনেকটা অসম্ভব ছিল।,সম্মিলিত শনের সাথে ভীমের নবগঠিত রাষ্ট্রের পেরে ওঠা অনেকটাই অসম্ভব ছিল।,"['C', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'S', 'C', 'C']",18
31636402,"তার উপন্যাসের বৈশিষ্ট্য হলো মহাকাব্যিক রীতি, তীক্ষ্ণ কথোপকথন এবং পুঙ্খানুপুঙ্খ চরিত্রায়ন।","তার উপন্যাসের বৈশিষ্ট্য হলো মহাকাব্যিক রীতি,  তিখনকথপকথন এবং পুঙ্খানুপুঙ্খ চরিত্রায়ন।","['C', 'C', 'C', 'C', 'C', 'C', 'D', 'S', 'C', 'C', 'C']",18
31515402,সাধারণত মার্কিন যুক্তরাষ্ট্র ও অন্যান্য ইংরেজিভাষী বিশ্বে শ্যারন নামটি বেশি প্রচলিত।,সাধারণত মার্কিন যুক্তরাষ্ট্র ও অন্যান্য ইংরেজিভাষী বিশ্বে সায়রা নামটি বেশ প্রচলিত।,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'S', 'C', 'S', 'C']",18
31560963,"তিনটি দেশ প্রথমবারের মত বিশ্বকাপে অংশগ্রহণ করে: কানাডা, ডেনমার্ক এবং ইরাক।","তিনটি দেশ প্রথমবারের মত বিশ্বকাপে অংশগ্রহণ  করেকানাডা, ডেনমার্ক এবং ইরাক।","['C', 'C', 'C', 'C', 'C', 'C', 'D', 'S', 'C', 'C', 'C']",18
31527837,মিতা হক  অভিনেতা-পরিচালক খালেদ খানের সাথে বিবাহ বন্ধনে আবদ্ধ হন।,মিতা হক অভিনেতা পরিচালক খালেদ খানের সাথে বিবাহ বন্ধনে আবদ্ধ হন।,"['C', 'C', 'I', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",18
31570882,আরেকটি বিকল্প হচ্ছে প্ল্যাটফর্মে প্রত্যেক গেজের জন্য আলাদা ট্র্যাক নির্মান করা।,"আরেকটি বিকল্প হচ্ছে, প্ল্যাটফর্মে প্রত্যেক গেজের জন্য আলাদা ট্র্যাক নির্মাণ করা।","['C', 'C', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'S', 'C']",18
31515174,এটি চাঁদপুর জেলার অন্তর্গত শাহরাস্তি উপজেলার প্রশাসনিক সদরদপ্তর ও প্রধান শহর।,"এটি চাঁদপুর জেলার অন্তর্গত শাহরাস্তি উপজেলার প্রশাসনিক  সদরদপ্তর, প্রধান শহর।","['C', 'C', 'C', 'C', 'C', 'C', 'C', 'D', 'S', 'C', 'C']",18
31585495,"তালুকদার বাংলাদেশ, ভারতে মুসলিম এবং হিন্দুদের পদবি হিসেবে ব্যবহৃত হয়ে থাকে।",তালুকদার বাংলাদেশ ভারতের মুসলিম এবং হিন্দুদের পদবি হিসেবে ব্যবহৃত হয়ে থাকে।,"['C', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",18
31528471,এই প্রকল্পে তার কাজের জন্য তাকে নাসার প্রকল্পে অ্যাপোলো ফ্লাইট সফটওয়্যার তৈরিতে একজন পথ্রী করে তুলে।,এই প্রকল্পে তার কাজের জন্য তাকে নাসার প্রকল্পে অ্যাপোলো ফ্লাইট সফটওয়ার তৈরিতে একজন পার্থী করে তোলে।,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'S', 'C', 'C', 'S', 'C', 'S']",18
30999542,সেখানে একটি সেতুর নিচে বা  বাংকারে ছিল পাকিস্তানিদের এলএমজি পজিশন।,সেখানে একটি সেতুর নিচে বা পাম কারি ছিল পাকিস্তানিদের এলএমজি পজিশন।,"['C', 'C', 'C', 'C', 'C', 'I', 'S', 'C', 'C', 'C', 'C']",18
31699997,গানের সুর এবং আবহ সঙ্গীত পরিচালনার দায়িত্বে ছিলেন এ আর রহমান।,গানের সুর এবং আবহ সঙ্গীত পরিচালনার দায়িত্বে ছিলেন  এয়ার রহমান।,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'D', 'S', 'C']",18
31010459,দেশের সীমান্ত জুড়ে  হার্ডকোর পর্নোগ্রাফিতে অংশ নেওয়ার সুযোগ করে দেওয়ার জন্য ঘুষ নেওয়ার অভিযোগ উঠেছে।,দেশের সীমান্ত জুড়ে হার্ট কর পর্নোগ্রাফিতে অংশ নেওয়ার সুযোগ করে বায়ার জন্য ঘুষ নেওয়ার অভিযোগ উঠেছে।,"['C', 'C', 'C', 'I', 'S', 'C', 'C', 'C', 'C', 'C', 'S', 'C', 'C', 'C', 'C', 'C']",18
31593053,ব্রিটিশরা এই দ্বীপটিকে এর আকৃতির জন্য ময়ূর দ্বীপ নামে নামকরণ করে।,ব্রিটিশরা এই দ্বীপটিকে এর আকৃতির জন্য মনুর দ্বীপ নামে নামকরণ করেন।,"['C', 'C', 'C', 'C', 'C', 'C', 'S', 'C', 'C', 'C', 'S']",18
31559338,"তবে, পূর্ব পাকিস্তানের রাজনৈতিক ক্ষমতা ও অর্থনৈতিক সুবিধা আনুপাতিক ছিল না।",তবে পূর্ব পাকিস্তানের রাজসিক ক্ষমতা ও অর্থনৈতিক সুবিধা আনুপাতিক ছিল না।,"['S', 'C', 'C', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",18
31667112,"হায়দরাবাদ, জম্মু ও কাশ্মীর এবং জুনাগড় নামে ভারতের তিনটি রাজ্য কোনও অধিরাজ্য গ্রহণ করতে ব্যর্থ হয়েছিল।","হায়দ্রাবাদ, জন্ম ও কাশ্মীর এবং জুনাগড় নামে ভারতের তিনটি রাজ্য কোনও অধিরাজ্য গ্রহণ করতে ব্যাট হয়েছিল।","['S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'S', 'C']",18
31594057,"তাঁর মতে সমাজবিজ্ঞান হচ্ছে সামাজিক প্রতিষ্ঠানসমূহের বিজ্ঞান, যার মূল লক্ষ্য হচ্ছে সংগঠিত সামাজিক বাস্তবতাকে তুলে ধরা।","তার মতে, সমাজবিজ্ঞান হচ্ছে সামাজিক প্রতিষ্ঠানসমূহের বিজ্ঞান, যার মূল লক্ষ্য হচ্ছে সংগঠিত সামাজিক বাস্তবতাকে তুলে ভাবা।","['S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'S']",18
30984601,"বিভিন্ন সময়ে দেশের  রাজনৈতিক-সাংস্কৃতিক আন্দোলন, সংগ্রাম এবং বিভিন্ন শাসনামলের সরাসরি প্রভাব পড়েছে সেই সময়ের চলচ্চিত্রে।","বিভিন্ন সময়ে দেশের রাজনৈতিক, সাংস্কৃতিক আন্দোলন, সংগ্রাম এবং বিভিন্ন শাসনামলের সরাসরি প্রভাব পড়েছে, সেই সময়ের চলচ্চিত্রে।","['C', 'C', 'C', 'I', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'S', 'C', 'C', 'C']",18
30984599,"তুঙ্কু আবদুল হালিম সেনাবাহিনীর ফিল্ড মার্শাল, নৌবাহিনীর এডমিরাল অব দ্য ফ্লিট এবং বিমানবাহিনীর মার্শাল পদের অধিকারী।","টুঙ্কু আবদুল হালিম সেনাবাহিনীর ফিল্ড মার্শাল, নৌবাহিনীর অ্যাডমিরাল অব বা ফ্লিট এবং বিমানবাহিনীর মার্শাল পদের অধিকারী।","['S', 'C', 'C', 'C', 'C', 'C', 'C', 'S', 'C', 'S', 'C', 'C', 'C', 'C', 'C', 'C']",18
31526399,তবে মনোরম প্রাকৃতিক পরিবেশের জন্যে এই অঞ্চলে পর্যটন শিল্প খুবই উন্নত।,তবে মনোরম প্রাকৃতিক পরিবেশের জন্য এই অঞ্চলের পর্যটন শিল্প খুবই উন্নত।,"['C', 'C', 'C', 'C', 'S', 'C', 'S', 'C', 'C', 'C', 'C']",18
31602481,তার এ সংগ্রহটি পাঁচ বা তার নিচের অবস্থানে থেকে সর্বোচ্চ ছিল।, এ সংগ্রহটি পাঁচ বা তার নিচের অবস্থান থেকে সর্বোচ্চ ছিল।,"['D', 'C', 'C', 'C', 'C', 'C', 'C', 'S', 'C', 'C', 'C']",18
31566417,"তবে, ইংল্যান্ড ও অস্ট্রেলিয়ার বিপক্ষে কেবলমাত্র একবারই দুই ইনিংসে অল-আউট করতে সক্ষম হয়েছিল দক্ষিণ আফ্রিকা দল।",তবে ইংল্যান্ড  অস্ট্রেলিয়ার বিপক্ষে কেবলমাত্র একবারই দুই ইনিংসে অলআউট করতে সক্ষম হয়েছিল দক্ষিণ আফ্রিকা দল।,"['S', 'C', 'D', 'C', 'C', 'C', 'C', 'C', 'C', 'S', 'C', 'C', 'C', 'C', 'C', 'C']",18
31537444,"প্রকল্পটি তিন ভাগে  বিভক্ত,প্রথম পর্বে আইকনিক টাওয়ার নির্মাণ শেষ হবে।","প্রকল্পটি তিন ভাগে বিভক্ত, প্রথম পর্বে আইকনিক টাওয়ার নির্মাণ শেষ হবে।","['C', 'C', 'C', 'I', 'S', 'C', 'C', 'C', 'C', 'C', 'C']",18
31513667,প্রত্যক্ষ বৈদেশিক বিনিয়োগ সাধারণত মূলধন জাতীয় বিনিয়োগ অর্থাৎ দীর্ঘমেয়াদী হয়ে থাকে।,"প্রত্যক্ষ বৈদেশিক বিনিয়োগ সাধারণত মূলধন জাতীয় বিনিয়োগ, অর্থা দীর্ঘমেয়াদী হয়ে থাকে।","['C', 'C', 'C', 'C', 'C', 'C', 'S', 'S', 'C', 'C', 'C']",18
31567667,তিনি  জেনেভায় জাতিসংঘের কার্যালয়ে পাকিস্তানের স্থায়ী প্রতিনিধি হিসেবে এবং ইতালিতে পাকিস্তানের রাষ্ট্রদূত হিসেবে নিযুক্ত ছিলেন।,তিনি জেনে ভাষাতে সংঘের কার্যালয়ে পাকিস্তানের স্থায়ী প্রতিনিধি হিসেবে এবং ইতালিতে পাকিস্তানের রাষ্ট্রদূত হিসেবে নিযুক্ত ছিলেন।,"['C', 'I', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",18
30707492,তার পিতার নাম আকরাম আলী মুন্সি এবং মাতার নাম  মেহেরুনেসা।,তার পিতার নাম আকরাম আলী মুন্সি এবং মাতার নাম মহান দেশে।,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'I', 'S']",18
31555194,চলচ্চিত্রের সুর ও সঙ্গীত পরিচালনা করেছেন নাদিম-শ্রাবণ এবং গীত লিখেছেন সমীর।,চলচ্চিত্রের সুর ও সঙ্গীত পরিচালনা করেছেন নাদিমশ্রাবণ এবং জিপ লিখেছেন সমীর।,"['C', 'C', 'C', 'C', 'C', 'C', 'S', 'C', 'S', 'C', 'C']",18
31511943,ভারতের তদানীন্তন  গভর্নর-জেনারেল ওয়ারেন হেস্টিংস ছিলেন এই সংস্থার প্রধান পৃষ্ঠপোষক।,ভারতের তদানীন্তন গভর্নর জেনারেল ওয়ারেন হেস্টিংস ছিলেন এই সংস্থার প্রধান পৃষ্ঠপোষক।,"['C', 'C', 'I', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",18
31567573,জয়দেবপুর থেকে সহযোদ্ধাদের নিয়ে তিনি টাঙ্গাইল হয়ে  ময়মনসিংহে সমবেত হন।,জয়দেবপুর থেকে সহযোদ্ধাদের নিয়ে তিনি টাঙ্গাইল হয়ে মরমন্ট সিংহের সমবেত হন।,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'I', 'S', 'C', 'C']",18
31555480,"এর কাজ ভারতের বিশ্ববিদ্যালয়গুলির মধ্যে সংহতি স্থাপন, মান নির্ণয় ও পরিচর্যা।","এর কাজ ভারতের বিশ্ববিদ্যালয়গুলির মধ্যে সঙ্গতি স্থাপন, মান নির্নয় ও পরিচর্যা।","['C', 'C', 'C', 'C', 'C', 'S', 'C', 'C', 'S', 'C', 'C']",18
31018361,আবার শৈশবেই নানকের মনে জীবনের রহস্য উন্মোচন করার ইচ্ছা জেগে উঠেছিল।,আবার শৈশবেই নানকের মনে জীবনের  রহসন্মোচন করার ইচ্ছা জেগে উঠেছিল।,"['C', 'C', 'C', 'C', 'C', 'D', 'S', 'C', 'C', 'C', 'C']",18
31684508,সৌদি আরবের প্রথম  বাদশাহ আবদুল আজিজ ইবনে সৌদের সাথে যোগাযোগ করা তিনি প্রথম ব্রিটিশ অফিসার।,"সৌদি আরবের প্রথম বাজ শাহ আবদুল আজিজ ইবনে সৌদের সাথে যোগাযোগ করা, তিনি প্রথম ব্রিটিশ অফিসার।","['C', 'C', 'C', 'I', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'S', 'C', 'C', 'C', 'C']",18
31004341,দক্ষিণ এশিয়ায় বৈদিক সভ্যতা শেষ হচ্ছে এবং মৌর্য সাম্রাজ্য শুরু হচ্ছে।,দক্ষিণ এশিয়ায় বৈদিক সভ্যতা শেষ হচ্ছে এবং মোট সম্পাদক শুরু হচ্ছে।,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'S', 'S', 'C', 'C']",18
31586018,মোবাইল ফোনে কিছুদিন আগেও অবলোহিত রশ্মি দিয়ে তথ্য আদান-প্রদান করা হত।,মোবাইল ফোনে কিছুদিন আগেও অবলোহিত রশি দিয়ে তথ্য আদানপ্রদান করা হত।,"['C', 'C', 'C', 'C', 'C', 'S', 'C', 'C', 'S', 'C', 'C']",18
31594674,এই চলচ্চিত্রে অভিনয়ের জন্য তিনি  ফিল্মফেয়ার বিশেষ পুরস্কার লাভ করেন।,এই চলচ্চিত্রে অভিনয়ের জন্য তিনি গ্রিন ফেয়ার বিশেষ পুরস্কার লাভ করেন।,"['C', 'C', 'C', 'C', 'C', 'I', 'S', 'C', 'C', 'C', 'C']",18
