path,predicted,actual
../input/dlsprint/validation_files/common_voice_bn_31572474.mp3,তাকে জর্জ ওয়াশিংটন সেক্রেটারি অবস্টেট হিসেবে কাজ করার আমন্ত্রণ জানান এবং তিনি তার আমন্ত্রণ গ্রহণ করেন,"তাকে জর্জ ওয়াশিংটন ""সেক্রেটারি অব স্টেট"" হিসেবে কাজ করার আমন্ত্রণ জানান এবং তিনি তার আমন্ত্রণ গ্রহণ করেন।"
../input/dlsprint/validation_files/common_voice_bn_31523476.mp3,নেদারল্যান্ডের চ্যানেল আই তার উপর একটি তর্থচিত্র তৈরী করেছে,নেদারল্যান্ডের চ্যানেল আই তাঁর উপর একটি তথ্যচিত্র তৈরি করেছে।
../input/dlsprint/validation_files/common_voice_bn_31523479.mp3,একই বছরের শেষ দিকে কিংস রয়েলাই ফেল কোর্ডের সদস্য হিসেবে স্থানন্তরিত হন,একই বছরের শেষদিকে কিংস রয়্যাল রাইফেল কোরের সদস্য হিসেবে স্থানান্তরিত হন।
../input/dlsprint/validation_files/common_voice_bn_31523483.mp3,এটি তার নৃচ্চের একাধিক শাখার গানের পদ্ধতি সন্ধানে সহযোগিতা করে,এটি তাঁর নৃত্যের একাধিক শাখার জ্ঞানের পদ্ধতির সন্ধানে সহযোগিতা করে।
../input/dlsprint/validation_files/common_voice_bn_31581836.mp3,যারা শান্তির জন্য কাজ করবে,যারা শান্তির জন্য কাজ করবে।
../input/dlsprint/validation_files/common_voice_bn_31597907.mp3,বাংলাদেশের বন্ধপ্রাণী আইনে এ পজাপতিটি সংরক্ষিত,বাংলাদেশের বন্যপ্রাণী আইনে এ প্রজাতিটি সংরক্ষিত।
../input/dlsprint/validation_files/common_voice_bn_31597915.mp3,জেলাটি পাকিস্তান সীমান্তের পাশাপাশি অবস্থান করছে,জেলাটি পাকিস্তান সীমান্তের পাশাপাশি অবস্থান করছে।
../input/dlsprint/validation_files/common_voice_bn_31597918.mp3,কোস্টেরিকা পৃতিবীর প্রথম দেশ দেটিই তার সেনাবাহিনীর অবসান ঘটি য়েছে,কোস্টা রিকা পৃথিবীর প্রথম দেশ যেটি তার সেনাবাহিনীর অবসান ঘটিয়েছে।
../input/dlsprint/validation_files/common_voice_bn_31632051.mp3,সেই সমাজের ঐতিহ্য বিশ্বাস প্রথা পারিবারিক সংগঠন প্রবৃতির সঙ্গে ভাষা সম্পর্ককই তাই নিতাত্মিক ভাষা বিজ্ঞানের আলোচ্চ বিষয়,"সেই সমাজের ঐতিহ্য, বিশ্বাস, প্রথা, পারিবারিক সংগঠন প্রভৃতির সঙ্গে ভাষার সম্পর্ক কী, তাই নৃতাত্ত্বিক ভাষাবিজ্ঞানের আলোচ্য বিষয়।"
../input/dlsprint/validation_files/common_voice_bn_31583098.mp3,নিজ রাজ্য দলের পক্ষে এটিই তার একমাত্র প্রথমশ্রেণীর খেলা ছিল,নিজ রাজ্য দলের পক্ষে এটিই তার একমাত্র প্রথম-শ্রেণীর খেলা ছিল।
../input/dlsprint/validation_files/common_voice_bn_31583588.mp3,এই বিশ্ববিদ্যালয়ের দশটি ক্যাম্পাস রয়েছে,এই বিশ্ববিদ্যালয়ের দশটি ক্যাম্পাস রয়েছে।
../input/dlsprint/validation_files/common_voice_bn_31583589.mp3,এই উদ্যানটি মানুষের কাছে শিপপুর পোটানিকযাল গাডের নামে পরিচিত,"এই উদ্যানটি সাধারণ মানুষের কাছে ""শিবপুর বোটানিক্যাল গার্ডেন"" নামেও পরিচিত।"
../input/dlsprint/validation_files/common_voice_bn_31583592.mp3,স্কেলার হরাসী হিসাবে চাপের কোনো দীক নির্দেশনা নেই,স্কেলার রাশি হিসাবে চাপের কোনও দিকনির্দেশনা নেই।
../input/dlsprint/validation_files/common_voice_bn_31535570.mp3,ভিন্ন তাপমাত্রার একাধিক বস্তুকে তাপ্রিয় সংস্পর্শে আনা হলে াদের মধ্যে তাপের আদার প্রদান ঘটে,ভিন্ন তাপমাত্রার একাধিক বস্তুকে তাপীয় সংস্পর্শে আনা হলে তাদের মধ্যে তাপের আদান-প্রদান ঘটে।
../input/dlsprint/validation_files/common_voice_bn_31536091.mp3,একই বছরের এপ্রিল মার্সে পরিশালে অনুষ্ঠত কংগ্রেসের প্রাদেসিক সম্মেলনে অব্যোধনা কমিটির যোগ্ধ সম্পাদক নিরযুক্ত হন,একই বছরের এপ্রিল মাসে বরিশালে অনুষ্ঠিত কংগ্রেসের প্রাদেশিক সম্মেলনের অভ্যর্থনা কমিটির যুগ্ম সম্পাদক নিযুক্ত হন।
../input/dlsprint/validation_files/common_voice_bn_31536641.mp3,বর্তমানে এসসএলসিতে ছয়টি নিয়মিত রেমেন্ট একটু শেচ্শাসকক রেজিমন্ এবং একটি রেজিমেন্টাল ব্যান্ড রয়েছে,"বর্তমানে এসএলএসি-তে ছয়টি নিয়মিত রেজিমেন্ট, একটি স্বেচ্ছাসেবক রেজিমেন্ট এবং একটি রেজিমেন্টাল ব্যান্ড রয়েছে।"
../input/dlsprint/validation_files/common_voice_bn_31536646.mp3,তিনি একজন ইংরেজ ক্রিকেটের শৈনিক এবং কঞ্জার্ভিটি পার্টির রাজনীতিপিদ ছিলেন,"তিনি একজন ইংরেজ ক্রিকেটার, সৈনিক এবং কনজারভেটিভ পার্টির রাজনীতিবিদ ছিলেন।"
../input/dlsprint/validation_files/common_voice_bn_31663092.mp3,ঘরোয়া প্রথমশ্রেণীর দক্ষিণ আফ্রিকান ক্রিকেটে গটিং ও অরেন্স ফ্রিস্টেট দলের প্রতিনিধিত্ব করেছে,ঘরোয়া প্রথম-শ্রেণীর দক্ষিণ আফ্রিকান ক্রিকেটে গটেং ও অরেঞ্জ ফ্রি স্টেট দলের প্রতিনিধিত্ব করেছেন।
../input/dlsprint/validation_files/common_voice_bn_31663372.mp3,তিনি প্রথম শহীদ মিনারে নকশা করেছিলেন,তিনি প্রথম শহিদ মিনারের নকশা করেছিলেন।
../input/dlsprint/validation_files/common_voice_bn_31663520.mp3,এছাড়া পরিক্ষামূলক পদ্ধতি না থাকায় এ পদ্ধমিক কোন সুস্পষ্ট নির্ভর্যোজ্যতা নাথাকার কারণে বিজ্ঞানিরা ইকা পুরোপরি গ্রহণ করেন,এছাড়া পরীক্ষামূলক পদ্ধতি না থাকায় এ পদ্ধতির কোন সুস্পষ্ট নির্ভরযোগ্যতা না থাকার কারণে বিজ্ঞানীরা একে পুরোপুরি গ্রহণ করেননি।
../input/dlsprint/validation_files/common_voice_bn_31022784.mp3,পাকিস্তানের প্রধানমন্ত্রী সৈয়দ ই সুফ রাজাগিলানি তার মৃদ্রুদে সুক প্রকাশ করেছিলেন এবং তার পরিবারের প্রতি সংাগধনা জানিয়েছিলেন,পাকিস্তানের প্রধানমন্ত্রী সৈয়দ ইউসুফ রাজা গিলানি তার মৃত্যুতে শোক প্রকাশ করেছেন এবং তার পরিবারের প্রতি সমবেদনা জানিয়েছেন।
../input/dlsprint/validation_files/common_voice_bn_31022836.mp3,এই ঘটনায় পুলিশ কর্মকর্যা শহ দশজন আহত হয়েছিল,এই ঘটনায় পুলিশ কর্মকর্তা সহ দশ জন আহত হয়েছিল।
../input/dlsprint/validation_files/common_voice_bn_31022838.mp3,তিনি পশ্চিমবঙ্গ প্রদেশ কংগ্রেসকমিটির সদস্য ছিলেন,তিনি পশ্চিমবঙ্গ প্রদেশ কংগ্রেস কমিটির সদস্য ছিলেন।
../input/dlsprint/validation_files/common_voice_bn_31022839.mp3,এর মান এক সাইকেন্ট সমেলকালে এক মিটার দুরুত্ব অতিকরংকারী বস্তুর গতির সমান,এর মান এক সেকেন্ড সময়কালে এক মিটার দূরত্ব অতিক্রমকারী বস্তুর গতির সমান।
../input/dlsprint/validation_files/common_voice_bn_31742406.mp3,তিনি প্রথম দৃষ্টি প্রতিবন্ধী নারী জিনি পদশ্রী পুরস্কার লাভ করেন,"তিনিই প্রথম দৃষ্টি প্রতিবন্ধী নারী, যিনি পদ্মশ্রী পুরস্কার লাভ করেন।"
../input/dlsprint/validation_files/common_voice_bn_31743058.mp3,বর্তমান সময়ের জনসংখ্যা ধারাবাহিক ভাবের পশ্চিম তীর ও ইস্রাইলের মধ্যে বিভক্ত হয়েছে,বর্তমান সময়ের জনসংখ্যা ধারাবাহিকভাবে পশ্চিম তীর ও ইসরায়েলের মধ্যে বিভক্ত হয়েছে।
../input/dlsprint/validation_files/common_voice_bn_31743125.mp3,বাসঝাড় যুক্ত জঙ্গল এদের প্রিয়বাসস্থান,বাঁশঝাড় যুক্ত জঙ্গল এদের প্রিয় বাসস্থান।
../input/dlsprint/validation_files/common_voice_bn_31648327.mp3,সম বাবরআলী খুল্না জলার পাইঙগাছা উপজেলার গজালিয়ায় জন্মগ্রহণ করেন,স ম বাবর আলী খুলনা জেলার পাইকগাছা উপজেলার গজালিয়ায় জন্মগ্রহণ করেন।
../input/dlsprint/validation_files/common_voice_bn_31648378.mp3,তিনি বহুমুত্র রোগে পুগ ছিলেন,তিনি বহুমূত্র রোগে ভুগছিলেন।
../input/dlsprint/validation_files/common_voice_bn_31648387.mp3,বহু রাজনীতিতি তাদের দেশে  বিভিন্ন জাতিগত পরিচয়এবং পুরজাতি সামবরিক পরিচায়ে সম্মতা আনার চেষ্টা করেন,বহু রাজনীতিবিদ তাদের দেশে বিভিন্ন জাতিগত পরিচয়ে এবং পুরো জাতির সামগ্রিক পরিচয়ে সমতা আনার চেষ্টা করেন।
../input/dlsprint/validation_files/common_voice_bn_31648531.mp3,এছাড়াও অন্যান্য পেশাল লোক রয়েছে,এছাড়াও অন্যান্য পেশার লোক রয়েছে।
../input/dlsprint/validation_files/common_voice_bn_31676060.mp3,ব্যাপক করথে নাবিক এমন একজন নৌকাচালক যিনি নৌকা চালিয়ে জেবিকা নির্বাহ করেন,"ব্যাপক অর্থে নাবিক এমন একজন নৌকা চালক, যিনি নৌকা চালিয়ে জীবিকা নির্বাহ করেন।"
../input/dlsprint/validation_files/common_voice_bn_31676141.mp3,মুঘল ও সুলতানি আমলে শষ্যবা করি যে কোনো উপায়ে কর প্রদান করা যেত,মুঘল ও সুলতানী আমলে শস্য বা কড়ি যে কোন উপায়ে কর প্রদান করা যেত।
../input/dlsprint/validation_files/common_voice_bn_31677035.mp3,এ প্রতিবেধনটি বহু আন্তর্জাতিক পুরস্কার জেতেছে,এ প্রতিবেদনটি বহু আন্তর্জাতিক পুরস্কার জিতেছে।
../input/dlsprint/validation_files/common_voice_bn_31677039.mp3,তিনি ঢাকার সাংস্কৃতিক প্রতিষ্ঠান জাগো াট সেন্টারের সঙ্গীত প্রশিক্ষক ছিলেন,তিনি ঢাকার সাংস্কৃতিক প্রতিষ্ঠান জাগো আর্ট সেন্টারের সঙ্গীত প্রশিক্ষক ছিলেন।
../input/dlsprint/validation_files/common_voice_bn_31014513.mp3,কিন্তু সেটা কোনো পত্রিকায় প্রকাশিত হয়নি,কিন্তু সেটা কোনো পত্রিকায় প্রকাশিত হয়নি।
../input/dlsprint/validation_files/common_voice_bn_31014514.mp3,রাষ্ট্রপতি তুরস্ক প্রজাতন্ত্ের প্রতিনিধিত্ব করেন,রাষ্ট্রপতি তুরস্ক প্রজাতন্ত্রের প্রতিনিধিত্ব করেন।
../input/dlsprint/validation_files/common_voice_bn_31014517.mp3,অন্যান্য ক্ষেত্রে তত্তাবধায়ক কর্তৃপক্ষের তদন্তের অধিনেবাকি বিষয়গুলো সর্বারহ করা যেতে পারে,অন্যান্য ক্ষেত্রে তত্ত্বাবধায়ক কর্তৃপক্ষের তদন্তের অধীনে বাকি বিষয়গুলো সরবরাহ করা যেতে পারে।
../input/dlsprint/validation_files/common_voice_bn_31566682.mp3,তার এক ছেলে,তার এক ছেলে।
../input/dlsprint/validation_files/common_voice_bn_31620030.mp3,আখাউড়া উপজেলার সর্ব উত্তরে আখাওড়া উত্তর ইউনিয়নের অবস্থান,আখাউড়া উপজেলার সর্ব-উত্তরে আখাউড়া উত্তর ইউনিয়নের অবস্থান।
../input/dlsprint/validation_files/common_voice_bn_31620044.mp3,এটি নির্নীয় বর্গমূল,এটিই নির্ণেয় বর্গমূল।
../input/dlsprint/validation_files/common_voice_bn_31621606.mp3,কানাডার অতীথ পড়তে গেলে অবশ্যমভাবই একটি পাঠ হল সুজানা মদী,কানাডার অতীত পড়তে গেলে অবশ্যম্ভাবী একটি পাঠ হলো সুজানা মোদি।
../input/dlsprint/validation_files/common_voice_bn_30991601.mp3,সে তার অপরাধের পাশাপাশি আগের দুটি হত্যার কথা স্বীকার করেছিল,সে তার অপরাধের পাশাপাশি আগের দুটি হত্যার কথা স্বীকার করেছিল।
../input/dlsprint/validation_files/common_voice_bn_30991602.mp3,ছবিটি পরিচালনা করেন পিক্রম ভ্য এবং প্রযোজনা করেন মুকেশ ভট্ মহেশ ট্ ও ভূষন কুমার,"ছবিটি পরিচালনা করেন বিক্রম ভট্ট এবং প্রযোজনা করেন মুকেশ ভট্ট, মহেশ ভট্ট ও ভূষণ কুমার।"
../input/dlsprint/validation_files/common_voice_bn_30991605.mp3,আবিরভাব ছবির সঙ্গীত পরিচালনা করেন বাংলাদেশের বিখ্যাত সঙ্গীত পরিচালক সত্য শাহা,আবির্ভাব ছবির সঙ্গীত পরিচালনা করেন বাংলাদেশের বিখ্যাত সঙ্গীত পরিচালক সত্য সাহা।
../input/dlsprint/validation_files/common_voice_bn_30991606.mp3,জেলাটি পশ্চিমে আরব সাগর এবং পূর্বে পশ্চিম ঘাট নিয়ে গঠিত,জেলাটি পশ্চিমে আরব সাগর এবং পূর্বে পশ্চিম ঘাট নিয়ে গঠিত।
../input/dlsprint/validation_files/common_voice_bn_31563626.mp3,এই অনুমোদিত সংস্থাগুলি নীতিপলক্রিয়াগুলি তদ্বীরকরতে এখন সক্রিয় ভূমিকা পালন করে,এই অনুমোদিত সংস্থাগুলি নীতি প্রক্রিয়াগুলি তদবির করতে এখন সক্রিয় ভূমিকা পালন করে।
../input/dlsprint/validation_files/common_voice_bn_31564067.mp3,তাদের এক পুত্র রয়েছে তার নাম ডেভিড,"তাদের এক পুত্র রয়েছে, তার নাম ডেভিড।"
../input/dlsprint/validation_files/common_voice_bn_31564069.mp3,তিনি একজন দক্ষক ক্রীডাবিদ ছিলেন,তিনি একজন দক্ষ ক্রীড়াবিদ ছিলেন।
../input/dlsprint/validation_files/common_voice_bn_31564248.mp3,তিনি বাংলাদেশের একজন মুক্তিযোদ্ধা ও জাতীয় সংসদ সদস্য ছিলেন,তিনি বাংলাদেশের একজন মুক্তিযোদ্ধা ও জাতীয় সংসদ সদস্য ছিলেন।
../input/dlsprint/validation_files/common_voice_bn_31570321.mp3,ভারতে শিয়াদের মধ্যে ধর্মীয় সটেতনতার জন্য নির্বাধিত একটি সংগঠন,ভারতে শিয়াদের মধ্যে ধর্মীয় সচেতনতার জন্য নিবেদিত একটি সংগঠন।
../input/dlsprint/validation_files/common_voice_bn_31570476.mp3,আকষ্ঠিক বর্ণে এখানে বিরল কিন্তু সম্প্রতি বসন্ত ও সরত মৌসুমে বন্যা হয়েছে,আকস্মিক বন্যা এখানে বিরল কিন্তু সম্প্রতি বসন্ত ও শরৎ মৌসুমে বন্য হয়েছে।
../input/dlsprint/validation_files/common_voice_bn_31570705.mp3,এরপরেও সকল গেমসে আলবেনিয়ে প্রতিনিধিত্ব করে আসছে,এরপরের সকল গেমসে আলবেনিয়া প্রতিনিধিত্ব করে আসছে।
../input/dlsprint/validation_files/common_voice_bn_31570706.mp3,বহুমুখী প্রতিভাতর এই কবি আমেরিকা ইংল্যান্ড এবং কানাডার নানা বিশ্ববিদ্যালয়ে অধ্যাপনা করেছেন,"বহুমুখী প্রতিভাধর এই কবি আমেরিকা, ইংল্যান্ড এবং কানাডার নানা বিশ্ববিদ্যালয়ে অধ্যাপনা করেছেন।"
../input/dlsprint/validation_files/common_voice_bn_31632895.mp3,লালপুর উপজেলার খেলাধুলা অবিনোদন,লালপুর উপজেলার খেলাধুলা ও বিনোদন
../input/dlsprint/validation_files/common_voice_bn_31632899.mp3,আওয়ামী মুসলিমের প্রতিষ্ঠাতা সদস্য,আওয়ামী মুসলিমের প্রতিষ্ঠাতা সদস্য।
../input/dlsprint/validation_files/common_voice_bn_31633167.mp3,এই দম্পটির মোট আট ছেলে ও চার মেয়ে রয়েছে,এই দম্পতির মোট আট ছেলে ও চার মেয়ে রয়েছে।
../input/dlsprint/validation_files/common_voice_bn_31633173.mp3,রেড হ্যাট অনেকগুলো ফ্রি সঅফটওয়ার প্রকল্প গঠন রক্ষণাবেক্ষণ করে ও সেগুলোতে অবদান রাখে,"রেড হ্যাট অনেকগুলো ফ্রি সফটওয়্যার প্রকল্প গঠন, রক্ষণাবেক্ষণ করে ও সেগুলোতে অবদান রাখে।"
../input/dlsprint/validation_files/common_voice_bn_31579325.mp3,অধিকাংশ কবরের ইটের উপর প্লাস্টার করা এবং তার উপর পপিত্র কুরান্ শরিফের বিভিন্ন আয়াতের ক্যালিক্রাফিক হোদাই করা আছে,অধিকাংশ কবরের ইটের উপর প্লাস্টার করা এবং তার উপর পবিত্র কুরআন শরিফের বিভিন্ন আয়াতের ক্যালিগ্রাফি খোদাই করা আছে।
../input/dlsprint/validation_files/common_voice_bn_31579588.mp3,শেষ জীবনে তার রাজনৈতি ও বিপ্লবী মতাদর্শ বিতর্কিত হয়ে পড়ে,শেষ জীবনে তার রাজনৈতিক ও বিপ্লবী মতাদর্শ বিতর্কিত হয়ে পড়ে।
../input/dlsprint/validation_files/common_voice_bn_31579735.mp3,কলেজটির ব্রত হল শিক্ষার্জিতের প্রতি নিজেতের প্রতিশ্রুতি রাখায় এবং অতীতের অভিক্ঞতা কেকে শেখা,"কলেজটির ব্রত হল ""শিক্ষার্থীদের প্রতি নিজের প্রতিশ্রুতি রাখা এবং অতীতের অভিজ্ঞতা থেকে শেখা""।"
../input/dlsprint/validation_files/common_voice_bn_31579951.mp3,ছবিটিতে সঙ্গীত পরিচালনা করেছেন এআর রহমান,ছবিটিতে সঙ্গীত পরিচালনা করেছেন এ আর রহমান।
../input/dlsprint/validation_files/common_voice_bn_30998864.mp3,এছাড়াও ডিপ অঞ্চলে ফিল্ডিং করে সরাণীয় হয়ে রয়েছেন,এছাড়াও ডিপ অঞ্চলে ফিল্ডিং করে স্মরণীয় হয়ে রয়েছেন।
../input/dlsprint/validation_files/common_voice_bn_30998866.mp3,তিনি রাজসাহী অ্যাসোসিয়েশন ও বরেন্দ্র একাডেমির একমাত্র মুসলিম সদস্য ছিলেন,তিনি রাজশাহী এসোসিয়েশন ও বরেন্দ্র একাডেমীর একমাত্র মুসলিম সদস্য ছিলেন।
../input/dlsprint/validation_files/common_voice_bn_30998868.mp3,সন্ত্রাসবাদি গোষটিটি ইসলামী মতাদর্শী বিশ্বেষীবুলে প্রচার করে থাকে,সন্ত্রাসবাদী গোষ্ঠীটি ইসলামি মতাদর্শে বিশ্বাসী বলে প্রচার করে থাকে।
../input/dlsprint/validation_files/common_voice_bn_30998869.mp3,এটি প্রযোজনা করেছেন জেমস বাংলাদেশ প্রাইভেট লিমিটেড,এটি প্রযোজনা করেছেন জেমস বাংলাদেশ প্রাইভেট লিমিটেড।
../input/dlsprint/validation_files/common_voice_bn_31646455.mp3,এর সদর দফতর মুম্বইয়ে অবস্থিত এবং বেঙ্গালুরু নতুন দিল্লি ও নিউইয়র্ক সিটিতে এর শাখা অফিস রয়েছে,"এর সদর দফতর মুম্বইয়ে অবস্থিত, এবং বেঙ্গালুরু, নতুন দিল্লি ও নিউ ইয়র্ক সিটিতে এর শাখা অফিস রয়েছে।"
../input/dlsprint/validation_files/common_voice_bn_31646457.mp3,এই সিনেমায় হাসমি মা এবং কন্যা উভয়ের প্রেমে পড়েন,এই সিনেমায় হাশমি মা এবং কন্যা উভয়ের প্রেমে পড়েন।
../input/dlsprint/validation_files/common_voice_bn_31713969.mp3,বর্তমানে এটি হংকংএর বৃহত্তম মসজিদ,বর্তমানে এটি হংকংয়ের বৃহত্তম মসজিদ।
../input/dlsprint/validation_files/common_voice_bn_31713995.mp3,তিনি আগে বিবাহিত ছিলেন এবং তার একটা পুত্র সন্তান আছে,তিনি আগে বিবাহিত ছিলেন এবং তার একটা পুত্র সন্তান আছে।
../input/dlsprint/validation_files/common_voice_bn_31635789.mp3,শপ্তত শতকে মোগল আমলযে তৎকালীন বাংলার বিভিন্ন রাজ্যের মধ্যে পুঠিয়া জমিদারী ছিল প্রাচীন তম,সপ্তদশ শতকে মোগল আমলে তৎকালীন বাংলার বিভিন্ন রাজ্যের মধ্যে পুঠিয়া জমিদারি ছিল প্রাচীনতম।
../input/dlsprint/validation_files/common_voice_bn_31635810.mp3,বাস্পশোষন চক্রটি বাস্পসংকচন চক্র থেকে বেশি ব্যবুল,বাষ্প-শোষণ চক্রটি বাষ্প-সংকোচন চক্র থেকে বেশি ব্য্যবহুল।
../input/dlsprint/validation_files/common_voice_bn_31635840.mp3,মানব সম্পদ্ উন্নয়নমন্ত্রী ভারত সরকার এই কাউন্সিলের চেয়ারম্যান,"মানব সম্পদ ও উন্নয়ন মন্ত্রী, ভারত সরকার এই কাউন্সিলের চেয়ারম্যান।"
../input/dlsprint/validation_files/common_voice_bn_31635852.mp3,তিনি নিজ কার্যাবলি ও ব্যবহারের জন্য ব্রাটিশ সরকারের নিকট বিশেষ মর্যাদা লাভ করেন,তিনি নিজ কার্যাবলি ও ব্যবহারের জন্য ব্রিটিশ সরকারের নিকট বিশেষ মর্যাদা লাভ করেন।
../input/dlsprint/validation_files/common_voice_bn_31530706.mp3,তিনি প্রাক ইসলামিক যুগ্ঞে আর্বিকবিতর অন্যতম সেরা লেখক হিসাবে বিবেচিত হন,তিনি প্রাক-ইসলামিক যুগে আরবি কবিতার অন্যতম সেরা লেখক হিসাবে বিবেচিত হন।
../input/dlsprint/validation_files/common_voice_bn_31530714.mp3,এরপর যুগস্লািয়াভিেঙগে সার্ভিয়া প্রতিষ্ঠিত হাওয়ার পর এই সম্পর্কে ইন্দোনেশিয়ার সার্ভিয়ার সম্পর্কে ধারায়,"এরপর যুগোস্লাভিয়া ভেঙ্গে সার্বিয়া প্রতিষ্ঠিত হওয়ার পর, এই সম্পর্ক ইন্দোনেশিয়া সার্বিয়া সম্পর্কে দাঁড়ায়।"
../input/dlsprint/validation_files/common_voice_bn_31530717.mp3,আর ছবির সব সংলাব থেকে বাদ্দিতে হবে পাঞ্চাব শদ্বটি,আর ছবির সব সংলাপ থেকে বাদ দিতে হবে পাঞ্জাব শব্দটি।
../input/dlsprint/validation_files/common_voice_bn_31531767.mp3,আডিলেটফলে তৃতীয় টেস্টে এ বিতর্ক তুঙ্গে পৌচে,অ্যাডিলেড ওভালের তৃতীয় টেস্টে এ বিতর্ক তুঙ্গে পৌঁছে।
../input/dlsprint/validation_files/common_voice_bn_31542782.mp3,সম্পূর্ণ মাটিতে হেটে খাবার সংগ্রহ করে পাখিটি,সম্পূর্ণ মাটিতে হেঁটে খাবার সংগ্রহ করে পাখিটি।
../input/dlsprint/validation_files/common_voice_bn_31543434.mp3,এলাকাগুলির নিকটতম পুরো ইউনিট দেওয়া হল,এলাকাগুলির নিকটতম পুরো ইউনিট দেওয়া হল।
../input/dlsprint/validation_files/common_voice_bn_31543444.mp3,তিনি একবার পশ্চিমবঙ্গ বিধানসভার যদস্য হিসেবে নির্বাচিত হয়েছেন,তিনি একবার পশ্চিমবঙ্গ বিধানসভার সদস্য হিসেবে নির্বাচিত হয়েছেন।
../input/dlsprint/validation_files/common_voice_bn_31610704.mp3,গোপালকি নির্দোশ নাকী অপরাধী,গোপাল কি নির্দোষ নাকি অপরাধী?
../input/dlsprint/validation_files/common_voice_bn_31610706.mp3,এটি তৎকালীন মেঙ্গল প্রেসিডেন্সি বা বাংলা প্রদেশে উচ্চ শিক্ষার জন্য প্রথম মহিলা করে,এটি তৎকালীন বেঙ্গল প্রেসিডেন্সী বা বাংলা প্রদেশে উচ্চ শিক্ষার জন্য প্রথম মহিলা কলেজ।
../input/dlsprint/validation_files/common_voice_bn_31610709.mp3,সংসার শদ্বটি সংস্কৃতির সাথে সম্পর্তিত পরবর্তীতে জাগতিপরসতুতত স্থানান্ত প্রবাহ আবর্তনের কথা উল্লেখ করা হয়েছে,"সংসার শব্দটি সংস্কৃতির সাথে সম্পর্কিত, পরবর্তীতে ""জাগতিক অস্তিত্ব, স্থানান্তর, প্রবাহ, আবর্তন"" এর কথা উল্লেখ করা হয়েছে।"
../input/dlsprint/validation_files/common_voice_bn_31610925.mp3,অবশ্য পুরো কক্ষপথের জন্য এই সূত্রের সতত্যতা জাচায় করতে অনেক পরিমাপের দরকার ছিল,অবশ্য পুরো কক্ষপথের জন্য এই সূত্রের সত্যতা যাচাই করতে অনেক পরিমাপের দরকার ছিল।
../input/dlsprint/validation_files/common_voice_bn_31540045.mp3,ইতিহাস বিদগন এই বিষয়ে সম্পূর্ণভাবে একমত হতে পারেনিযে সেখানে প্রকৃতপক্ষে কি ঘটেছিল,ইতিহাসবিদগণ এই বিষয়ে সম্পূর্ণভাবে একমত হতে পারেনি যে সেখানে প্রকৃতপক্ষে কি ঘটেছিল।
../input/dlsprint/validation_files/common_voice_bn_31540587.mp3,বিভিন্ন ধর্মে হস্তমেতুন একটি নিষিদ্ধ জৌন কর্ম কিন্তু অনেক বৈজ্ঞানিকে এটিকে মানুষের স্বাভাবিক জৌনক্রিয়া হিসেবে গন্ন করেছেন,"বিভিন্ন ধর্মে হস্তমৈথুন একটি নিষিদ্ধ যৌনকর্ম, কিন্তু অনেক বৈজ্ঞানিক এটিকে মানুষের স্বাভাবিক যৌনক্রিয়া হিসেবে গণ্য করেছেন।"
../input/dlsprint/validation_files/common_voice_bn_31540589.mp3,এই চলচ্চিত্রটি পরিচালনা করছেন অভিষেক সর্মা এবং প্রযোজনা করেছ জি স্টুডিউস,এই চলচ্চিত্রটি পরিচালনা করেছেন অভিষেক শর্মা এবং প্রযোজনা করেছে জি স্টুডিওস।
../input/dlsprint/validation_files/common_voice_bn_31540592.mp3,তিনিও মুফ্তি ছিলেন,তিনিও মুফতি ছিলেন।
../input/dlsprint/validation_files/common_voice_bn_31514936.mp3,সবনে দেবী তাকে জানান পরবর্তী ভরেযে নারীকে তিনি সর্বতম দেখবেন তার রূপ অনুজায়ীক কালীর এক প্রসন্যপি মূর্তি তৈরি করতে,স্বপ্নে দেবী তাকে জানান পরবর্তী ভোরে যে নারীকে তিনি সর্বপ্রথম দেখবেন তার রূপ অনুযায়ী কালীর এক প্রসন্ন প্রতিমূর্তি তৈরী করতে।
../input/dlsprint/validation_files/common_voice_bn_31514955.mp3,সেখানেই তিনি ছোটবেলার শিক্ষা গ্রহণ শেষ করেন,সেখানেই তিনি ছোটবেলার শিক্ষাগ্রহণ শেষ করেন।
../input/dlsprint/validation_files/common_voice_bn_31514959.mp3,এরফলে ইংল্যান্ড দলে খেলার দাবিদার হন তিনি,এরফলে ইংল্যান্ড দলে খেলার দাবীদার হন তিনি।
../input/dlsprint/validation_files/common_voice_bn_31766258.mp3,এটা সামাজিক নেেবিশার নিষ্চিদ করতে রাষ্ট্ীয় উপরাসেরিংকিৎ বহ,এটা সামাজিক ন্যায়বিচার নিশ্চিত করতে রাষ্ট্রীয় প্রয়াসের ইঙ্গিতবহ।
../input/dlsprint/validation_files/common_voice_bn_31767809.mp3,তারা ভিতরের কুষণ কিছুটা নরম রেখে রান্না করে,তারা ভিতরের কুসুম কিছুটা নরম রেখে রান্না করে।
../input/dlsprint/validation_files/common_voice_bn_31767858.mp3,সিনেমায় বিল্ডিংয়ের পূর্বান্ত লেকটিক খোলাত িয়েটার রয়েছে,সিনেমায় বিল্ডিংয়ের পূর্বাঞ্চলে একটি খোলা থিয়েটার রয়েছে।
